simplified_created_at_date,fips,state_cases,state_deaths
2020.5.26,53,21538,1091
2020.5.26,54,1854,74
2020.5.26,55,16141,517
2020.5.26,56,850,13
2020.5.27,1,16032,583
2020.5.27,2,417,8
2020.5.27,4,17262,831
2020.5.27,5,6277,120
2020.5.27,6,101873,3961
2020.5.27,8,24775,1393
2020.5.27,9,41288,3803
2020.5.27,10,9096,344
2020.5.27,11,8406,445
2020.5.27,12,52626,2318
2020.5.27,13,42713,1904
2020.5.27,66,1140,6
2020.5.27,15,634,17
2020.5.27,16,2731,82
2020.5.27,17,114612,5118
2020.5.27,18,33242,2030
2020.5.27,19,18446,496
2020.5.27,20,9453,207
2020.5.27,21,9313,420
2020.5.27,22,38694,2722
2020.5.27,23,2137,81
2020.5.27,24,49042,2392
2020.5.27,25,94220,6547
2020.5.27,26,55544,5334
2020.5.27,27,22474,942
2020.5.27,28,14044,670
2020.5.27,29,12624,705
2020.5.27,30,481,17
2020.5.27,31,12975,168
2020.5.27,32,8150,402
2020.5.27,33,4286,223
2020.5.27,34,156628,11339
2020.5.27,35,7252,329
2020.5.27,36,369801,29339
2020.5.27,37,24787,827
2020.5.27,38,2442,59
2020.5.27,69,22,2
2020.5.27,39,33439,2044
2020.5.27,40,6229,322
2020.5.27,41,4041,148
2020.5.27,42,73646,5290
2020.5.27,72,3397,129
2020.5.27,44,14353,655
2020.5.27,45,10623,466
2020.5.27,46,4710,54
2020.5.27,47,21360,353
2020.5.27,48,59105,1598
2020.5.27,49,8710,105
2020.5.27,50,971,54
2020.5.27,78,69,6
2020.5.27,51,40220,1280
2020.5.27,53,21825,1106
2020.5.27,54,1899,74
2020.5.27,55,16786,539
2020.5.27,56,860,14
2020.5.28,1,16530,591
2020.5.28,2,430,8
2020.5.28,4,17763,857
2020.5.28,5,6538,125
2020.5.28,6,104071,4042
2020.5.28,8,25116,1422
2020.5.28,9,41559,3826
2020.5.28,10,9171,345
2020.5.28,11,8492,453
2020.5.28,12,53277,2363
2020.5.28,13,43363,1942
2020.5.28,66,1141,6
2020.5.28,15,637,17
2020.5.28,16,2770,82
2020.5.28,17,116128,5225
2020.5.28,18,33885,2068
2020.5.28,19,18672,510
2020.5.28,20,9513,209
2020.5.28,21,9510,424
2020.5.28,22,38907,2740
2020.5.28,23,2189,84
2020.5.28,24,50334,2428
2020.5.28,25,94895,6640
2020.5.28,26,55944,5372
2020.5.28,27,22957,977
2020.5.28,28,14372,693
2020.5.28,29,12815,715
2020.5.28,30,485,17
2020.5.28,31,13260,170
2020.5.28,32,8247,410
2020.5.28,33,4389,232
2020.5.28,34,157815,11401
2020.5.28,35,7364,335
2020.5.28,36,371559,29438
2020.5.28,37,25616,859
2020.5.28,38,2484,60
2020.5.28,69,22,2
2020.5.28,39,33915,2098
2020.5.28,40,6270,326
2020.5.28,41,4087,151
2020.5.28,42,74312,5397
2020.5.28,72,3486,131
2020.5.28,44,14494,677
2020.5.28,45,10788,470
2020.5.28,46,4793,54
2020.5.28,47,21763,352
2020.5.28,48,60820,1618
2020.5.28,49,8953,106
2020.5.28,50,974,55
2020.5.28,78,69,6
2020.5.28,51,41370,1337
2020.5.28,53,22091,1116
2020.5.28,54,1935,74
2020.5.28,55,17476,550
2020.5.28,56,876,15
2020.5.29,1,17031,610
2020.5.29,2,436,8
2020.5.29,4,18465,885
2020.5.29,5,6777,132
2020.5.29,6,107043,4144
2020.5.29,8,25602,1437
2020.5.29,9,41762,3868
2020.5.29,10,9236,356
2020.5.29,11,8538,460
2020.5.29,12,54489,2412
2020.5.29,13,43888,1953
2020.5.29,66,1141,6
2020.5.29,15,639,17
2020.5.29,16,2804,82
2020.5.29,17,117794,5308
2020.5.29,18,34399,2110
2020.5.29,19,19019,525
2020.5.29,20,9826,209
2020.5.29,21,9688,434
2020.5.29,22,38907,2766
2020.5.29,23,2226,85
2020.5.29,24,51631,2466
2020.5.29,25,95512,6718
2020.5.29,26,56589,5406
2020.5.29,27,23541,1006
2020.5.29,28,14790,710
2020.5.29,29,12949,740
2020.5.29,30,493,17
2020.5.29,31,13654,177
2020.5.29,32,8375,415
2020.5.29,33,4492,238
2020.5.29,34,158844,11531
2020.5.29,35,7493,344
2020.5.29,36,373108,29535
2020.5.29,37,26735,888
2020.5.29,38,2523,62
2020.5.29,69,22,2
2020.5.29,39,34566,2131
2020.5.29,40,6338,329
2020.5.29,41,4133,151
2020.5.29,42,75073,5467
2020.5.29,72,3647,132
2020.5.29,44,14635,693
2020.5.29,45,11131,483
2020.5.29,46,4866,59
2020.5.29,47,22199,356
2020.5.29,48,62073,1645
2020.5.29,49,9282,107
2020.5.29,50,975,55
2020.5.29,78,69,6
2020.5.29,51,42502,1357
2020.5.29,53,22377,1120
2020.5.29,54,1972,74
2020.5.29,55,18050,569
2020.5.29,56,891,15
2020.5.30,1,17359,618
2020.5.30,2,441,8
2020.5.30,4,19255,903
2020.5.30,5,7013,133
2020.5.30,6,110100,4214
2020.5.30,8,26084,1443
2020.5.30,9,42022,3912
2020.5.30,10,9422,361
2020.5.30,11,8717,462
2020.5.30,12,55416,2446
2020.5.30,13,44336,1973
2020.5.30,66,1141,6
2020.5.30,15,641,17
2020.5.30,16,2840,82
2020.5.30,17,119290,5368
2020.5.30,18,35064,2125
2020.5.30,19,19336,531
2020.5.30,20,9847,209
2020.5.30,21,9887,441
2020.5.30,22,39682,2785
2020.5.30,23,2282,89
2020.5.30,24,52662,2509
2020.5.30,25,96301,6768
2020.5.30,26,56848,5463
2020.5.30,27,24200,1036
2020.5.30,28,15229,723
2020.5.30,29,13118,782
2020.5.30,30,505,17
2020.5.30,31,13905,177
2020.5.30,32,8519,417
2020.5.30,33,4545,242
2020.5.30,34,159608,11634
2020.5.30,35,7624,351
2020.5.30,36,374471,29612
2020.5.30,37,27761,903
2020.5.30,38,2557,63
2020.5.30,69,22,2
2020.5.30,39,35034,2149
2020.5.30,40,6418,334
2020.5.30,41,4185,153
2020.5.30,42,75789,5537
2020.5.30,72,3718,133
2020.5.30,44,14819,711
2020.5.30,45,11394,487
2020.5.30,46,4960,62
2020.5.30,47,22676,360
2020.5.30,48,63396,1676
2020.5.30,49,9551,112
2020.5.30,50,977,55
2020.5.30,78,70,6
2020.5.30,51,43580,1369
2020.5.30,53,22618,1126
2020.5.30,54,1989,75
2020.5.30,55,18515,588
2020.5.30,56,898,16
2020.5.31,1,17952,630
2020.5.31,2,469,8
2020.5.31,4,19936,906
2020.5.31,5,7253,133
2020.5.31,6,113114,4242
2020.5.31,8,26364,1445
2020.5.31,9,42201,3944
2020.5.31,10,9498,366
2020.5.31,11,8801,466
2020.5.31,12,56155,2450
2020.5.31,13,45051,2019
2020.5.31,66,1144,6
2020.5.31,15,642,17
2020.5.31,16,2855,82
2020.5.31,17,120588,5426
2020.5.31,18,35429,2134
2020.5.31,19,19621,537
2020.5.31,20,9878,211
2020.5.31,21,9937,441
2020.5.31,22,40021,2791
2020.5.31,23,2325,89
2020.5.31,24,53456,2532
2020.5.31,25,96965,6846
2020.5.31,26,57355,5491
2020.5.31,27,24860,1050
2020.5.31,28,15501,734
2020.5.31,29,13297,784
2020.5.31,30,515,17
2020.5.31,31,14101,178
2020.5.31,32,8628,419
2020.5.31,33,4651,245
2020.5.31,34,160445,11698
2020.5.31,35,7689,356
2020.5.31,36,375575,29699
2020.5.31,37,28686,911
2020.5.31,38,2580,64
2020.5.31,69,22,2
2020.5.31,39,35513,2155
2020.5.31,40,6506,334
2020.5.31,41,4243,153
2020.5.31,42,76218,5555
2020.5.31,72,3776,136
2020.5.31,44,14928,718
2020.5.31,45,11861,494
2020.5.31,46,4993,62
2020.5.31,47,22832,360
2020.5.31,48,64974,1683
2020.5.31,49,9829,113
2020.5.31,50,981,55
2020.5.31,78,70,6
2020.5.31,51,44576,1374
2020.5.31,53,22814,1126
2020.5.31,54,2010,75
2020.5.31,55,18684,594
2020.5.31,56,903,16
2020.6.1,1,18534,646
2020.6.1,2,476,8
2020.6.1,4,20123,918
2020.6.1,5,7443,133
2020.6.1,6,115643,4287
2020.6.1,8,26563,1458
2020.6.1,9,42740,3964
2020.6.1,10,9605,368
2020.6.1,11,8857,468
2020.6.1,12,56822,2459
2020.6.1,13,45757,2057
2020.6.1,66,1144,6
2020.6.1,15,642,17
2020.6.1,16,2908,83
2020.6.1,17,121666,5458
2020.6.1,18,35684,2142
2020.6.1,19,19789,558
2020.6.1,20,10103,217
2020.6.1,21,10150,445
2020.6.1,22,40452,2801
2020.6.1,23,2349,89
2020.6.1,24,54035,2552
2020.6.1,25,100805,7035
2020.6.1,26,58435,5525
2020.6.1,27,25218,1060
2020.6.1,28,15752,739
2020.6.1,29,13523,786
2020.6.1,30,519,17
2020.6.1,31,14345,183
2020.6.1,32,8701,420
2020.6.1,33,4685,245
2020.6.1,34,160918,11721
2020.6.1,35,7800,362
2020.6.1,36,376520,29766
2020.6.1,37,29368,923
2020.6.1,38,2628,64
2020.6.1,69,22,2
2020.6.1,39,35984,2206
2020.6.1,40,6573,334
2020.6.1,41,4303,154
2020.6.1,42,76734,5574
2020.6.1,72,3873,136
2020.6.1,44,14991,720
2020.6.1,45,12148,500
2020.6.1,46,5034,62
2020.6.1,47,23242,361
2020.6.1,48,66081,1695
2020.6.1,49,10026,113
2020.6.1,50,983,55
2020.6.1,78,70,6
2020.6.1,51,45366,1391
2020.6.1,53,23272,1133
2020.6.1,54,2028,76
2020.6.1,55,18825,597
2020.6.1,56,910,17
2020.6.2,1,18771,653
2020.6.2,2,497,8
2020.6.2,4,21250,943
2020.6.2,5,7818,136
2020.6.2,6,118081,4360
2020.6.2,8,26774,1474
2020.6.2,9,42979,3972
2020.6.2,10,9685,373
2020.6.2,11,8886,470
2020.6.2,12,57439,2529
2020.6.2,13,46063,2070
2020.6.2,66,1146,6
2020.6.2,15,643,17
2020.6.2,16,2935,83
2020.6.2,17,123244,5567
2020.6.2,18,36129,2197
2020.6.2,19,20017,564
2020.6.2,20,10143,227
2020.6.2,21,10287,451
2020.6.2,22,40857,2835
2020.6.2,23,2377,94
2020.6.2,24,54831,2597
2020.6.2,25,101163,7085
2020.6.2,26,58680,5562
2020.6.2,27,25518,1082
2020.6.2,28,16020,767
2020.6.2,29,13822,797
2020.6.2,30,523,17
2020.6.2,31,14611,187
2020.6.2,32,8858,420
2020.6.2,33,4749,256
2020.6.2,34,161545,11770
2020.6.2,35,8024,367
2020.6.2,36,377881,29847
2020.6.2,37,30052,950
2020.6.2,38,2649,68
2020.6.2,69,23,2
2020.6.2,39,36350,2258
2020.6.2,40,6692,339
2020.6.2,41,4338,157
2020.6.2,42,77315,5670
2020.6.2,72,3935,138
2020.6.2,44,15112,732
2020.6.2,45,12415,501
2020.6.2,46,5066,62
2020.6.2,47,24498,378
2020.6.2,48,67966,1732
2020.6.2,49,10237,113
2020.6.2,50,988,55
2020.6.2,78,70,6
2020.6.2,51,46202,1406
2020.6.2,53,23608,1139
2020.6.2,54,2056,78
2020.6.2,55,19223,610
2020.6.2,56,912,17
2020.6.3,1,18851,653
2020.6.3,2,516,8
2020.6.3,4,22245,983
2020.6.3,5,8067,142
2020.6.3,6,120407,4422
2020.6.3,8,27046,1494
2020.6.3,9,43091,3989
2020.6.3,10,9712,375
2020.6.3,11,9016,473
2020.6.3,12,58756,2565
2020.6.3,13,46711,2092
2020.6.3,66,1146,6
2020.6.3,15,643,17
2020.6.3,16,2990,83
2020.6.3,17,124279,5665
2020.6.3,18,36609,2207
2020.6.3,19,20376,574
2020.6.3,20,10281,227
2020.6.3,21,10485,458
2020.6.3,22,41244,2870
2020.6.3,23,2418,95
2020.6.3,24,55617,2641
2020.6.3,25,101592,7152
2020.6.3,26,58990,5579
2020.6.3,27,25881,1097
2020.6.3,28,16322,782
2020.6.3,29,14020,801
2020.6.3,30,525,17
2020.6.3,31,14866,189
2020.6.3,32,8950,429
2020.6.3,33,4795,265
2020.6.3,34,162068,11880
2020.6.3,35,8140,375
2020.6.3,36,378924,29918
2020.6.3,37,31013,971
2020.6.3,38,2682,69
2020.6.3,69,24,2
2020.6.3,39,36792,2299
2020.6.3,40,6805,341
2020.6.3,41,4399,159
2020.6.3,42,77871,5742
2020.6.3,72,4023,140
2020.6.3,44,15219,742
2020.6.3,45,12651,518
2020.6.3,46,5161,62
2020.6.3,47,25024,386
2020.6.3,48,69546,1766
2020.6.3,49,10558,117
2020.6.3,50,990,55
2020.6.3,78,71,6
2020.6.3,51,46867,1427
2020.6.3,53,23776,1145
2020.6.3,54,2077,78
2020.6.3,55,19896,618
2020.6.3,56,915,17
2020.6.4,1,19072,653
2020.6.4,2,542,8
2020.6.4,4,22818,1000
2020.6.4,5,8425,151
2020.6.4,6,122917,4484
2020.6.4,8,27346,1512
2020.6.4,9,43239,4007
2020.6.4,10,9746,386
2020.6.4,11,9120,475
2020.6.4,12,60175,2606
2020.6.4,13,47528,2116
2020.6.4,66,1148,6
2020.6.4,15,644,17
2020.6.4,16,3054,83
2020.6.4,17,125149,5772
2020.6.4,18,37005,2231
2020.6.4,19,20943,590
2020.6.4,20,10332,230
2020.6.4,21,10781,469
2020.6.4,22,41673,2883
2020.6.4,23,2446,95
2020.6.4,24,56490,2668
2020.6.4,25,102063,7201
2020.6.4,26,59215,5604
2020.6.4,27,26284,1126
2020.6.4,28,16560,794
2020.6.4,29,14286,806
2020.6.4,30,537,17
2020.6.4,31,15117,193
2020.6.4,32,9118,429
2020.6.4,33,4876,273
2020.6.4,34,162530,11970
2020.6.4,35,8353,383
2020.6.4,36,379977,30011
2020.6.4,37,32276,993
2020.6.4,38,2709,69
2020.6.4,69,26,2
2020.6.4,39,37282,2339
2020.6.4,40,6907,344
2020.6.4,41,4475,159
2020.6.4,42,78428,5862
2020.6.4,72,4508,140
2020.6.4,44,15325,756
2020.6.4,45,13005,525
2020.6.4,46,5247,64
2020.6.4,47,25374,401
2020.6.4,48,71330,1793
2020.6.4,49,10858,117
2020.6.4,50,1026,55
2020.6.4,78,71,6
2020.6.4,51,47817,1444
2020.6.4,53,23999,1150
2020.6.4,54,2102,79
2020.6.4,55,20359,627
2020.6.4,56,921,17
2020.6.5,1,19387,676
2020.6.5,2,565,8
2020.6.5,4,24369,1016
2020.6.5,5,8651,152
2020.6.5,6,126510,4550
2020.6.5,8,27601,1524
2020.6.5,9,43460,4038
2020.6.5,10,9773,388
2020.6.5,11,9199,479
2020.6.5,12,61480,2659
2020.6.5,13,48280,2143
2020.6.5,66,1148,6
2020.6.5,15,653,17
2020.6.5,16,3111,83
2020.6.5,17,126317,5834
2020.6.5,18,37499,2258
2020.6.5,19,21332,597
2020.6.5,20,10493,233
2020.6.5,21,11051,476
2020.6.5,22,42100,2912
2020.6.5,23,2482,98
2020.6.5,24,57407,2702
2020.6.5,25,102557,7235
2020.6.5,26,63744,5854
2020.6.5,27,26991,1159
2020.6.5,28,16769,803
2020.6.5,29,14515,816
2020.6.5,30,539,18
2020.6.5,31,15379,193
2020.6.5,32,9306,436
2020.6.5,33,4953,278
2020.6.5,34,163336,12049
2020.6.5,35,8672,387
2020.6.5,36,381019,30066
2020.6.5,37,33417,1001
2020.6.5,38,2748,74
2020.6.5,69,26,2
2020.6.5,39,37758,2355
2020.6.5,40,7004,345
2020.6.5,41,4585,161
2020.6.5,42,78908,5952
2020.6.5,72,4620,141
2020.6.5,44,15441,772
2020.6.5,45,13453,538
2020.6.5,46,5277,65
2020.6.5,47,25799,405
2020.6.5,48,73323,1821
2020.6.5,49,11344,120
2020.6.5,50,1027,55
2020.6.5,78,71,6
2020.6.5,51,48491,1452
2020.6.5,53,24546,1160
2020.6.5,54,2119,84
2020.6.5,55,20723,634
2020.6.5,56,933,17
2020.6.6,1,20043,689
2020.6.6,2,579,8
2020.6.6,4,25517,1046
2020.6.6,5,9101,154
2020.6.6,6,129147,4626
2020.6.6,8,27834,1527
2020.6.6,9,43818,4055
2020.6.6,10,9845,390
2020.6.6,11,9269,483
2020.6.6,12,62750,2687
2020.6.6,13,48943,2147
2020.6.6,66,1148,6
2020.6.6,15,661,17
2020.6.6,16,3139,83
2020.6.6,17,127251,5898
2020.6.6,18,37928,2292
2020.6.6,19,21527,602
2020.6.6,20,10517,234
2020.6.6,21,11359,480
2020.6.6,22,42597,2925
2020.6.6,23,2524,98
2020.6.6,24,58099,2740
2020.6.6,25,103132,7289
2020.6.6,26,64196,5894
2020.6.6,27,27512,1181
2020.6.6,28,17034,811
2020.6.6,29,14659,823
2020.6.6,30,540,18
2020.6.6,31,15543,196
2020.6.6,32,9494,437
2020.6.6,33,5019,283
2020.6.6,34,163893,12106
2020.6.6,35,8800,392
2020.6.6,36,382102,30123
2020.6.6,37,34809,1020
2020.6.6,38,2819,75
2020.6.6,69,26,2
2020.6.6,39,38111,2370
2020.6.6,40,7060,347
2020.6.6,41,4672,163
2020.6.6,42,79507,5986
2020.6.6,72,4915,142
2020.6.6,44,15441,772
2020.6.6,45,13916,545
2020.6.6,46,5367,65
2020.6.6,47,26359,413
2020.6.6,48,75077,1840
2020.6.6,49,11866,121
2020.6.6,50,1046,55
2020.6.6,78,71,6
2020.6.6,51,49350,1459
2020.6.6,53,24767,1163
2020.6.6,54,2136,84
2020.6.6,55,20997,646
2020.6.6,56,939,17
2020.6.7,1,20500,692
2020.6.7,2,588,8
2020.6.7,4,26924,1048
2020.6.7,5,9426,154
2020.6.7,6,131997,4653
2020.6.7,8,27987,1527
2020.6.7,9,43968,4071
2020.6.7,10,9942,398
2020.6.7,11,9332,489
2020.6.7,12,63930,2699
2020.6.7,13,49371,2148
2020.6.7,66,1148,6
2020.6.7,15,663,17
2020.6.7,16,3153,83
2020.6.7,17,128070,5939
2020.6.7,18,38328,2303
2020.6.7,19,21794,606
2020.6.7,20,10549,234
2020.6.7,21,11393,481
2020.6.7,22,42927,2936
2020.6.7,23,2570,99
2020.6.7,24,58593,2749
2020.6.7,25,103436,7316
2020.6.7,26,64615,5898
2020.6.7,27,27897,1197
2020.6.7,28,17270,817
2020.6.7,29,14985,823
2020.6.7,30,545,18
2020.6.7,31,15634,196
2020.6.7,32,9673,438
2020.6.7,33,5043,286
2020.6.7,34,164164,12176
2020.6.7,35,8940,396
2020.6.7,36,382879,30183
2020.6.7,37,35663,1024
2020.6.7,38,2864,75
2020.6.7,69,27,2
2020.6.7,39,38476,2377
2020.6.7,40,7151,348
2020.6.7,41,4809,164
2020.6.7,42,80001,5997
2020.6.7,72,4985,142
2020.6.7,44,15441,772
2020.6.7,45,14286,546
2020.6.7,46,5438,65
2020.6.7,47,26811,414
2020.6.7,48,75948,1846
2020.6.7,49,12084,121
2020.6.7,50,1063,55
2020.6.7,78,71,6
2020.6.7,51,50633,1471
2020.6.7,53,25064,1163
2020.6.7,54,2144,84
2020.6.7,55,21246,648
2020.6.7,56,947,17
2020.6.8,1,20925,718
2020.6.8,2,607,8
2020.6.8,4,27761,1052
2020.6.8,5,9740,155
2020.6.8,6,134287,4679
2020.6.8,8,28169,1543
2020.6.8,9,44092,4084
2020.6.8,10,9972,398
2020.6.8,11,9389,491
2020.6.8,12,64896,2711
2020.6.8,13,49995,2176
2020.6.8,66,1149,6
2020.6.8,15,664,17
2020.6.8,16,3197,83
2020.6.8,17,129543,6142
2020.6.8,18,38553,2316
2020.6.8,19,22111,623
2020.6.8,20,10724,237
2020.6.8,21,11701,487
2020.6.8,22,43163,2944
2020.6.8,23,2588,99
2020.6.8,24,59024,2776
2020.6.8,25,103626,7353
2020.6.8,26,64911,5916
2020.6.8,27,28235,1208
2020.6.8,28,17768,837
2020.6.8,29,15159,832
2020.6.8,30,548,18
2020.6.8,31,15752,196
2020.6.8,32,9815,442
2020.6.8,33,5079,286
2020.6.8,34,164497,12214
2020.6.8,35,9062,400
2020.6.8,36,383591,30239
2020.6.8,37,36581,1041
2020.6.8,38,2883,75
2020.6.8,69,28,2
2020.6.8,39,38837,2404
2020.6.8,40,7206,348
2020.6.8,41,4927,164
2020.6.8,42,80432,6007
2020.6.8,72,5046,142
2020.6.8,44,15642,799
2020.6.8,45,14800,557
2020.6.8,46,5471,65
2020.6.8,47,27217,417
2020.6.8,48,77326,1856
2020.6.8,49,12378,124
2020.6.8,50,1075,55
2020.6.8,78,71,6
2020.6.8,51,51201,1476
2020.6.8,53,25593,1168
2020.6.8,54,2161,84
2020.6.8,55,21463,650
2020.6.8,56,960,17
2020.6.9,1,21422,729
2020.6.9,2,620,9
2020.6.9,4,28396,1074
2020.6.9,5,10080,161
2020.6.9,6,137245,4775
2020.6.9,8,28333,1553
2020.6.9,9,44179,4097
2020.6.9,10,10020,410
2020.6.9,11,9474,495
2020.6.9,12,65992,2764
2020.6.9,13,50769,2250
2020.6.9,66,1149,6
2020.6.9,15,670,17
2020.6.9,16,3226,85
2020.6.9,17,130321,6237
2020.6.9,18,38985,2339
2020.6.9,19,22271,629
2020.6.9,20,10786,238
2020.6.9,21,11891,494
2020.6.9,22,43725,2957
2020.6.9,23,2606,100
2020.6.9,24,59543,2811
2020.6.9,25,103889,7408
2020.6.9,26,65190,5946
2020.6.9,27,28534,1228
2020.6.9,28,18109,847
2020.6.9,29,15396,854
2020.6.9,30,554,18
2020.6.9,31,15888,199
2020.6.9,32,10046,445
2020.6.9,33,5132,294
2020.6.9,34,164796,12303
2020.6.9,35,9105,404
2020.6.9,36,384281,30309
2020.6.9,37,37393,1069
2020.6.9,38,2904,75
2020.6.9,69,30,2
2020.6.9,39,39162,2421
2020.6.9,40,7364,353
2020.6.9,41,5027,169
2020.6.9,42,80964,6070
2020.6.9,72,5185,142
2020.6.9,44,15691,808
2020.6.9,45,15228,568
2020.6.9,46,5523,68
2020.6.9,47,27865,430
2020.6.9,48,79271,1886
2020.6.9,49,12639,127
2020.6.9,50,1084,55
2020.6.9,78,72,6
2020.6.9,51,51688,1495
2020.6.9,53,25796,1181
2020.6.9,54,2179,84
2020.6.9,55,21738,662
2020.6.9,56,970,17
2020.6.10,1,21989,744
2020.6.10,2,642,9
2020.6.10,4,29981,1100
2020.6.10,5,10368,165
2020.6.10,6,140139,4869
2020.6.10,8,28484,1573
2020.6.10,9,44347,4120
2020.6.10,10,10056,413
2020.6.10,11,9537,499
2020.6.10,12,67363,2800
2020.6.10,13,51465,2292
2020.6.10,66,1149,6
2020.6.10,15,673,17
2020.6.10,16,3262,85
2020.6.10,17,130889,6302
2020.6.10,18,39297,2355
2020.6.10,19,22733,638
2020.6.10,20,10931,241
2020.6.10,21,12029,498
2020.6.10,22,44143,2968
2020.6.10,23,2637,100
2020.6.10,24,60114,2844
2020.6.10,25,104156,7454
2020.6.10,26,65377,5958
2020.6.10,27,28900,1267
2020.6.10,28,18483,868
2020.6.10,29,15662,861
2020.6.10,30,561,18
2020.6.10,31,16025,209
2020.6.10,32,10216,449
2020.6.10,33,5178,301
2020.6.10,34,165346,12377
2020.6.10,35,9250,410
2020.6.10,36,384945,30376
2020.6.10,37,38305,1096
2020.6.10,38,2944,76
2020.6.10,69,30,2
2020.6.10,39,39575,2457
2020.6.10,40,7480,355
2020.6.10,41,5099,169
2020.6.10,42,81410,6143
2020.6.10,72,5329,143
2020.6.10,44,15756,812
2020.6.10,45,15759,575
2020.6.10,46,5604,69
2020.6.10,47,28379,436
2020.6.10,48,81771,1916
2020.6.10,49,12982,128
2020.6.10,50,1095,55
2020.6.10,78,72,6
2020.6.10,51,52125,1513
2020.6.10,53,25940,1183
2020.6.10,54,2193,85
2020.6.10,55,24091,679
2020.6.10,56,980,18
2020.6.11,1,22845,755
2020.6.11,2,666,9
2020.6.11,4,31525,1130
2020.6.11,5,10816,171
2020.6.11,6,143709,4941
2020.6.11,8,28632,1583
2020.6.11,9,44461,4146
2020.6.11,10,10106,414
2020.6.11,11,9589,502
2020.6.11,12,69061,2847
2020.6.11,13,52332,2337
2020.6.11,66,1152,6
2020.6.11,15,680,17
2020.6.11,16,3303,86
2020.6.11,17,131731,6388
2020.6.11,18,39714,2380
2020.6.11,19,23103,641
2020.6.11,20,10984,242
2020.6.11,21,12128,513
2020.6.11,22,44585,2987
2020.6.11,23,2667,100
2020.6.11,24,60823,2875
2020.6.11,25,104667,7492
2020.6.11,26,65627,5985
2020.6.11,27,29347,1280
2020.6.11,28,18483,868
2020.6.11,29,15924,873
2020.6.11,30,563,18
2020.6.11,31,16315,217
2020.6.11,32,10464,460
2020.6.11,33,5209,308
2020.6.11,34,165816,12443
2020.6.11,35,9368,421
2020.6.11,36,385669,30431
2020.6.11,37,39735,1114
2020.6.11,38,2983,77
2020.6.11,69,30,2
2020.6.11,39,40004,2490
2020.6.11,40,7626,357
2020.6.11,41,5252,171
2020.6.11,42,81944,6187
2020.6.11,72,5352,144
2020.6.11,44,15862,823
2020.6.11,45,16441,588
2020.6.11,46,5665,73
2020.6.11,47,28766,441
2020.6.11,48,83772,1942
2020.6.11,49,13366,131
2020.6.11,50,1110,55
2020.6.11,78,72,6
2020.6.11,51,52594,1519
2020.6.11,53,26172,1198
2020.6.11,54,2217,86
2020.6.11,55,24411,691
2020.6.11,56,1009,18
2020.6.12,1,23710,769
2020.6.12,2,688,10
2020.6.12,4,33167,1157
2020.6.12,5,11547,176
2020.6.12,6,147285,4986
2020.6.12,8,28807,1595
2020.6.12,9,44689,4159
2020.6.12,10,10173,414
2020.6.12,11,9654,506
2020.6.12,12,70963,2876
2020.6.12,13,53201,2384
2020.6.12,66,1153,6
2020.6.12,15,694,17
2020.6.12,16,3354,87
2020.6.12,17,132489,6469
2020.6.12,18,40114,2396
2020.6.12,19,23455,650
2020.6.12,20,11152,243
2020.6.12,21,12352,525
2020.6.12,22,45108,2996
2020.6.12,23,2721,100
2020.6.12,24,61262,2900
2020.6.12,25,105059,7538
2020.6.12,26,65881,5994
2020.6.12,27,29826,1305
2020.6.12,28,19091,881
2020.6.12,29,16111,884
2020.6.12,30,573,18
2020.6.12,31,16513,221
2020.6.12,32,10704,462
2020.6.12,33,5251,315
2020.6.12,34,166164,12489
2020.6.12,35,9526,426
2020.6.12,36,386490,30511
2020.6.12,37,41467,1128
2020.6.12,38,3019,77
2020.6.12,69,30,2
2020.6.12,39,40424,2508
2020.6.12,40,7848,359
2020.6.12,41,5388,174
2020.6.12,42,82578,6229
2020.6.12,72,5536,146
2020.6.12,44,15947,833
2020.6.12,45,17170,593
2020.6.12,46,5742,74
2020.6.12,47,29218,461
2020.6.12,48,86031,1965
2020.6.12,49,13681,139
2020.6.12,50,1119,55
2020.6.12,78,72,6
2020.6.12,51,53157,1533
2020.6.12,53,26576,1207
2020.6.12,54,2249,88
2020.6.12,55,24733,698
2020.6.12,56,1027,18
2020.6.13,1,24601,773
2020.6.13,2,722,10
2020.6.13,4,34773,1190
2020.6.13,5,12095,177
2020.6.13,6,150434,5059
2020.6.13,8,29002,1598
2020.6.13,9,44994,4186
2020.6.13,10,10229,419
2020.6.13,11,9709,511
2020.6.13,12,73544,2924
2020.6.13,13,54178,2411
2020.6.13,66,1154,6
2020.6.13,15,711,17
2020.6.13,16,3399,87
2020.6.13,17,133117,6491
2020.6.13,18,40535,2413
2020.6.13,19,23792,651
2020.6.13,20,11195,244
2020.6.13,21,12605,527
2020.6.13,22,46396,3004
2020.6.13,23,2757,100
2020.6.13,24,61935,2926
2020.6.13,25,105395,7576
2020.6.13,26,66024,6017
2020.6.13,27,30203,1314
2020.6.13,28,19348,889
2020.6.13,29,16327,890
2020.6.13,30,588,18
2020.6.13,31,16634,221
2020.6.13,32,10992,463
2020.6.13,33,5299,318
2020.6.13,34,166605,12589
2020.6.13,35,9621,431
2020.6.13,36,387402,30565
2020.6.13,37,42911,1135
2020.6.13,38,3061,77
2020.6.13,69,30,2
2020.6.13,39,40848,2554
2020.6.13,40,8073,359
2020.6.13,41,5543,175
2020.6.13,42,82988,6264
